id,winpick1,winpick2,winpick3,winpick4,winpick5,losepick1,losepick2,losepick3,losepick4,losepick5
Match_6527,Sun,Moskov,Natalia,Nolan,Kagura,Granger,Pharsa,Arlott,Atlas,Gusion
Match_6528,Cecilion,Granger,Minotaur,Alpha,Sun,Beatrix,Joy,Cyclops,Paquito,Kalea
Match_6529,Irithel,Lukas,Akai,Aamon,Suyou,Gusion,Argus,Hayabusa,Minotaur,Karrie
Match_6530,Karrie,Badang,Lancelot,Terizla,Novaria,Silvanna,Hanabi,Nana,Johnson,Fanny
Match_6531,Atlas,Ixia,Cyclops,Lapu-Lapu,Fredrinn,Hanabi,Vexana,X.Borg,Hylos,Alpha
Match_6532,Kagura,Angela,Leomord,Granger,Yu Zhong,Paquito,Fredrinn,Hanabi,Lunox,Johnson
Match_6533,Karrie,Martis,Tigreal,Vale,Thamuz,Freya,Miya,Eudora,Fredrinn,Hylos
Match_6534,Vexana,Julian,Hanabi,Grock,Phoveus,Sora,Floryn,Brody,Alucard,Zetian
Match_6535,Hylos,Ixia,Thamuz,Zetian,Popol and Kupa,Karrie,Nana,Tigreal,Yu Zhong,Joy
Match_6536,Angela,Alucard,Thamuz,Karrie,Gord,Guinevere,Layla,Cyclops,Belerick,Harley
Match_6537,Sora,Chou,Chang'e,Clint,Lancelot,Karrie,Khufra,Hayabusa,Lylia,Gatotkaca
Match_6538,Sora,Alucard,Masha,Gatotkaca,Nana,Beatrix,Yin,Lylia,Tigreal,Thamuz
Match_6539,Hylos,Moskov,Joy,Odette,Uranus,Alpha,Cyclops,Lukas,Belerick,Sora
Match_6540,Kimmy,Hylos,Lancelot,Phoveus,Karrie,Kalea,Lapu-Lapu,Cici,Hayabusa,Harley
Match_6541,Sun,Carmilla,Alice,Odette,Bruno,Xavier,Khaleed,Natan,Lukas,Alucard
Match_6542,Sora,Karrie,Badang,Harley,Martis,Nana,Lesley,Yu Zhong,Aamon,Minotaur
Match_6543,Minotaur,Lylia,Ruby,Yi Sun-shin,Claude,Vale,Franco,Thamuz,Lancelot,Moskov
Match_6544,Cyclops,Uranus,Minotaur,Nolan,Granger,Tigreal,Harley,Yu Zhong,Clint,X.Borg
Match_6545,Kagura,Atlas,Granger,Hanabi,Thamuz,Cyclops,Sora,Masha,Tigreal,Gusion
Match_6546,Hilda,Chang'e,Yu Zhong,Karrie,Martis,Alucard,Thamuz,Ixia,Valir,Belerick
Match_6547,Sora,Leomord,Luo Yi,Granger,Hylos,Bane,Belerick,Gusion,Karrie,Phoveus
Match_6548,Xavier,Tigreal,Dyrroth,Fanny,Lesley,Hanabi,Lapu-Lapu,Julian,Vale,Kalea
Match_6549,Ixia,Hylos,Yu Zhong,Odette,Yi Sun-shin,Vale,Zilong,Gusion,Saber,Claude
Match_6550,Vale,Phoveus,Miya,Leomord,Rafaela,Ixia,Alpha,Angela,Kimmy,Fredrinn
Match_6551,Layla,Aurora,Freya,Johnson,Nolan,Zilong,Lesley,Granger,Guinevere,Vale
Match_6552,Kadita,Tigreal,Freya,Gusion,Melissa,Lapu-Lapu,Lancelot,Moskov,Atlas,Pharsa
Match_6553,Gusion,Karrie,Zhask,Helcurt,Chip,Clint,Pharsa,Uranus,Silvanna,Minotaur
Match_6554,Angela,Harley,Fredrinn,Lesley,Yu Zhong,Kagura,Miya,Tigreal,Gusion,Ruby
Match_6555,Saber,Kagura,Hylos,Ixia,Silvanna,Zetian,Lancelot,Granger,Dyrroth,Lapu-Lapu
Match_6556,Leomord,Floryn,Claude,Harley,Kagura,Zetian,Guinevere,Moskov,Atlas,Fanny
Match_6557,Luo Yi,Clint,Benedetta,Gatotkaca,Lukas,Pharsa,Guinevere,Yi Sun-shin,Cici,Grock
Match_6558,Mathilda,Lesley,Ruby,Leomord,Lylia,Lapu-Lapu,Ling,Granger,Odette,Belerick
Match_6559,Aamon,Nana,Rafaela,Yu Zhong,Claude,Sora,Fredrinn,Alpha,Harith,Lylia
Match_6560,Sora,Hanabi,Kaja,Valentina,Yu Zhong,Saber,Ruby,Harley,Chang'e,Gatotkaca
Match_6561,Chang'e,Carmilla,Suyou,Kagura,Lesley,Gusion,Hilda,Beatrix,Guinevere,Kimmy
Match_6562,Estes,Alucard,Kimmy,Karrie,Silvanna,Rafaela,Ixia,Fanny,Chang'e,Guinevere
Match_6563,Fredrinn,Novaria,Helcurt,Lesley,Yu Zhong,Floryn,Aamon,Chang'e,Karrie,Sun
Match_6564,Kagura,Terizla,Irithel,Floryn,Barats,Hilda,Alice,Chang'e,Zilong,Yi Sun-shin
Match_6565,Julian,Fanny,Nana,Angela,Claude,Sora,Sun,Saber,Melissa,Cecilion
Match_6566,Karina,Lesley,Alice,Kadita,Hilda,Granger,Franco,Sora,Benedetta,Zetian
Match_6567,Floryn,Cecilion,Fredrinn,Terizla,Beatrix,Kagura,Saber,Claude,Zilong,Yi Sun-shin
Match_6568,Cecilion,Freya,Atlas,Esmeralda,Ixia,Fredrinn,Kagura,Gatotkaca,Granger,Masha
Match_6569,Hanabi,Silvanna,Tigreal,Selena,Guinevere,Granger,Aurora,Helcurt,Thamuz,Natan
Match_6570,Sora,Angela,Lunox,Claude,Helcurt,Lesley,Nolan,Cecilion,Carmilla,Guinevere
Match_6571,Freya,Cyclops,Eudora,Layla,Jawhead,Karina,Sun,Lylia,Brody,Franco
Match_6572,Ixia,Joy,Xavier,Gusion,Floryn,Franco,Fanny,Yu Zhong,Layla,Cyclops
Match_6573,Xavier,Hanabi,Yu Zhong,Karina,Carmilla,Aamon,Hylos,Sun,Nana,Moskov
Match_6574,Balmond,Hanabi,Silvanna,Guinevere,Belerick,Alucard,Uranus,Novaria,Lesley,Franco
Match_6575,Harley,Odette,Kalea,Hanabi,Guinevere,Selena,Minotaur,Lancelot,Cici,Irithel
Match_6576,Beatrix,Kalea,Yi Sun-shin,X.Borg,Vale,Irithel,Badang,Sun,Lylia,Alpha
Match_6577,Yu Zhong,Lylia,Tigreal,Layla,Popol and Kupa,Cyclops,Guinevere,Carmilla,Alucard,Hanabi
Match_6578,Badang,Vale,Sora,Layla,Harley,Granger,Floryn,Yu Zhong,Gusion,Valentina
Match_6579,Valentina,Lolita,Layla,Popol and Kupa,Vale,Lukas,Clint,Karina,Eudora,Tigreal
Match_6580,Lylia,Yu Zhong,Obsidia,Minotaur,Saber,Zetian,Zilong,Estes,Hanabi,Aamon
Match_6581,Mathilda,Alucard,Granger,Vale,Cici,Karrie,Cecilion,Zetian,Joy,Lukas
Match_6582,Roger,Phoveus,Miya,Eudora,Kalea,Layla,Badang,Franco,Harley,Valir
Match_6583,Alice,Estes,Vale,Hanabi,Aamon,Zetian,X.Borg,Beatrix,Alpha,Tigreal
Match_6584,Granger,Ruby,Mathilda,Vale,Sun,Estes,Lylia,Hanabi,Saber,Thamuz
Match_6585,Natan,Hilda,Cyclops,Alpha,Vale,Guinevere,Belerick,Fanny,Kadita,Gusion
Match_6586,Hanabi,Lancelot,Hylos,Ruby,Guinevere,Yu Zhong,Helcurt,Lesley,Belerick,Cecilion
Match_6587,Gusion,Zilong,Hanabi,Gatotkaca,Aamon,Miya,Esmeralda,Angela,Harley,Eudora
Match_6588,Sun,Tigreal,Lapu-Lapu,Miya,Valir,Vexana,Hayabusa,Gatotkaca,Ruby,Hanabi
Match_6589,Lancelot,Rafaela,Valir,Lesley,Zetian,Uranus,Nana,Roger,Carmilla,Granger
Match_6590,Kimmy,Lolita,Novaria,Karina,Guinevere,Selena,Harley,Zilong,Granger,Tigreal
Match_6591,Clint,Eudora,Minsitthar,Franco,Gusion,Granger,Alice,Helcurt,Lancelot,Kadita
Match_6592,Vexana,Alpha,Claude,Hilda,Sun,Eudora,Cyclops,Selena,Ruby,Obsidia
Match_6593,Cyclops,Aamon,Brody,Alice,Rafaela,Odette,Fanny,Gloo,Granger,Belerick
Match_6594,Lapu-Lapu,Gusion,Angela,Clint,Kadita,Cyclops,Claude,Floryn,Fanny,Esmeralda
Match_6595,Cyclops,Baxia,Selena,Yu Zhong,Granger,Eudora,Yi Sun-shin,Dyrroth,Kalea,Miya
Match_6596,Lapu-Lapu,Helcurt,Layla,Selena,Novaria,Zetian,Lesley,Phoveus,Franco,Fanny
Match_6597,Claude,Guinevere,Grock,Silvanna,Cyclops,Yu Zhong,Floryn,Aamon,Eudora,Hanabi
Match_6598,Cyclops,Harley,Carmilla,Melissa,Lapu-Lapu,Yu Zhong,Valir,Claude,Hayabusa,Floryn
Match_6599,Valir,Gusion,Lesley,Benedetta,Tigreal,Franco,Cyclops,Clint,Sun,Fanny
Match_6600,Cyclops,Selena,Zhask,Phoveus,Hanabi,Bruno,Gusion,Benedetta,Kagura,Atlas
Match_6601,Angela,Ixia,Phoveus,Barats,Vexana,Selena,Gusion,Lapu-Lapu,Suyou,Claude
Match_6602,Yu Zhong,Gusion,Lesley,Lolita,Kimmy,Granger,Yi Sun-shin,Angela,Harley,Phoveus
Match_6603,Ixia,Gusion,Phoveus,Lunox,Minotaur,Hanabi,Badang,Cyclops,Khufra,Suyou
Match_6604,Rafaela,Hanabi,Cici,Cyclops,Julian,Floryn,Kadita,Thamuz,Karrie,Freya
Match_6605,Natalia,Thamuz,Karrie,Cyclops,Popol and Kupa,Gusion,Yi Sun-shin,Carmilla,Ruby,Hanabi
Match_6606,Ixia,Kadita,Terizla,Joy,Cyclops,Odette,Natan,Freya,Fredrinn,Tigreal
Match_6607,Phoveus,Lunox,Rafaela,Claude,Barats,Yi Sun-shin,Alice,Kimmy,Ruby,Hilda
Match_6608,Yu Zhong,Eudora,Julian,Badang,Hanabi,Franco,Chang'e,Ixia,Saber,Terizla
Match_6609,Yu Zhong,Hilda,Lesley,Xavier,Joy,Lapu-Lapu,Moskov,Hylos,Sun,Zetian
Match_6610,Sun,Cecilion,Claude,Julian,Kaja,Floryn,Aldous,Zetian,Helcurt,Lesley
Match_6611,Chang'e,Zilong,Sora,Rafaela,Granger,Guinevere,Kagura,Khufra,Claude,Yin
Match_6612,Lunox,Belerick,Lapu-Lapu,Lesley,Sun,Kagura,Zilong,Julian,Franco,Wanwan
Match_6613,Sora,Zilong,Luo Yi,Gatotkaca,Karrie,Esmeralda,Miya,Kagura,Atlas,Popol and Kupa
Match_6614,Xavier,Uranus,Alpha,Lolita,Kimmy,Belerick,Granger,Helcurt,Gord,Sora
Match_6615,Fredrinn,Hanabi,Julian,Silvanna,Nana,Selena,Kagura,Aldous,Hayabusa,Clint
Match_6616,Ixia,Ruby,Zetian,Minsitthar,Aamon,Claude,Thamuz,Franco,Xavier,Julian
Match_6617,X.Borg,Benedetta,Lylia,Karrie,Joy,Hylos,Granger,Vexana,Alpha,Miya
Match_6618,Yi Sun-shin,Hylos,Claude,Sun,Chang'e,Sora,Fredrinn,Melissa,Grock,Pharsa
Match_6619,Thamuz,Lesley,Joy,Rafaela,Xavier,Hanabi,Gusion,Valir,Belerick,Cici
Match_6620,Gloo,Cyclops,Karrie,Julian,Terizla,Vexana,Franco,Ruby,Ling,Lesley
Match_6621,Barats,Lesley,Diggie,X.Borg,Cyclops,Vale,Tigreal,Silvanna,Granger,Lukas
Match_6622,Granger,Luo Yi,Akai,Lukas,Julian,Lylia,Lesley,Sun,Tigreal,Benedetta
Match_6623,Ruby,Sora,Kalea,Granger,Cecilion,Zetian,Thamuz,Miya,Tigreal,Popol and Kupa
Match_6624,Odette,Sora,Sun,Atlas,Layla,Popol and Kupa,Tigreal,Moskov,Zetian,Nana
Match_6625,Estes,Yin,Wanwan,Barats,Nana,Alucard,Granger,Kagura,Silvanna,Julian
Match_6626,Sun,Yi Sun-shin,Vexana,Irithel,Minsitthar,Nana,Atlas,Granger,Silvanna,Thamuz
Match_6627,Lapu-Lapu,Moskov,Minotaur,Guinevere,Harley,Xavier,Nolan,Granger,Bane,Johnson
Match_6628,X.Borg,Vexana,Karina,Gatotkaca,Melissa,Akai,Miya,Aulus,Selena,Esmeralda
Match_6629,Vale,Atlas,Miya,Sun,Nolan,Zetian,Badang,Ixia,Alucard,Arlott
Match_6630,Cyclops,Tigreal,X.Borg,Lukas,Granger,Guinevere,Moskov,Belerick,Nolan,Valir
Match_6631,Hanabi,Hylos,Nolan,Xavier,Ruby,Uranus,Franco,Chang'e,Granger,Suyou
Match_6632,Lapu-Lapu,Lylia,Gusion,Hylos,Suyou,Rafaela,Hanabi,Chang'e,Phoveus,Nolan
Match_6633,Cecilion,Khaleed,Floryn,Nolan,Miya,Yin,Rafaela,Granger,Alpha,Eudora
Match_6634,Ixia,Yu Zhong,Vale,Gusion,Badang,Guinevere,Yi Sun-shin,Novaria,Benedetta,Hilda
Match_6635,Ixia,Nolan,Zetian,Angela,Thamuz,Carmilla,Lapu-Lapu,Lunox,Claude,Sun
Match_6636,Nolan,Paquito,Gusion,Angela,Benedetta,Ixia,Chang'e,Alice,Edith,Sun
Match_6637,Cecilion,Estes,Ruby,Nolan,Sora,Roger,X.Borg,Akai,Miya,Dyrroth
Match_6638,Gusion,Natalia,Aldous,Xavier,Hanabi,Nana,Johnson,Harley,Obsidia,Lapu-Lapu
Match_6639,Melissa,Nana,Karina,X.Borg,Khufra,Nolan,Atlas,Uranus,Xavier,Miya
Match_6640,Kagura,Melissa,Rafaela,Cici,Yi Sun-shin,Zetian,Lancelot,Franco,Beatrix,Argus
Match_6641,Nolan,Valentina,Rafaela,Clint,Aulus,Angela,Ixia,Yu Zhong,Cyclops,Gusion
Match_6642,Kalea,Nolan,Kagura,Beatrix,Zhuxin,Gord,Miya,Uranus,Guinevere,Lancelot
Match_6643,Aamon,Yu Zhong,Chang'e,Granger,Helcurt,Kimmy,Lapu-Lapu,Nolan,Carmilla,Lesley
Match_6644,Hanabi,Arlott,Alpha,Khufra,Lunox,Freya,Gusion,Karrie,Gloo,Sora
Match_6645,Hanabi,Floryn,Harley,Kadita,Guinevere,Zilong,Angela,Bane,Granger,Valir
Match_6646,Miya,Aldous,Gusion,Fanny,Saber,Phoveus,Joy,Silvanna,Moskov,Pharsa
Match_6647,Cyclops,Rafaela,Silvanna,Suyou,Granger,Estes,Joy,Esmeralda,Hanabi,Eudora
Match_6648,Hilda,Vale,Joy,Granger,Sora,Esmeralda,Valir,Sun,Karrie,Gatotkaca
Match_6649,Miya,Saber,Kimmy,Thamuz,Silvanna,Nana,Chang'e,Fanny,Esmeralda,Granger
Match_6650,Yu Zhong,Khaleed,Lancelot,Cecilion,Hanabi,Claude,Freya,Mathilda,Ruby,Alice
Match_6651,Granger,Guinevere,Chou,Karina,Cyclops,Miya,Carmilla,Pharsa,Gatotkaca,Alpha
Match_6652,Guinevere,Gord,Yu Zhong,Sora,Nolan,Rafaela,Granger,Lancelot,Lapu-Lapu,Vale
Match_6653,Nana,Guinevere,Joy,Badang,Layla,Karrie,Odette,Thamuz,Gusion,Silvanna
Match_6654,Yi Sun-shin,Lesley,Minotaur,Esmeralda,Cyclops,Lunox,Gusion,Lapu-Lapu,Karrie,Tigreal
Match_6655,Gusion,Layla,Vale,Sun,Kaja,Granger,Lylia,Joy,Gatotkaca,Chou
Match_6656,Gusion,Tigreal,Thamuz,Irithel,Nana,Claude,Yu Zhong,Julian,Vexana,Selena
Match_6657,Moskov,Vexana,Sun,Nana,Roger,Paquito,Tigreal,Granger,Gusion,Silvanna
Match_6658,Nana,Yu Zhong,Harley,Granger,Franco,Silvanna,Cecilion,Wanwan,Gatotkaca,Hayabusa
Match_6659,Vexana,Carmilla,Obsidia,Thamuz,Esmeralda,Saber,Novaria,Yu Zhong,Hanabi,Tigreal
Match_6660,Joy,Belerick,Chang'e,Miya,Yu Zhong,Ixia,Harley,Thamuz,Eudora,Tigreal
Match_6661,Hanabi,Floryn,Yu Zhong,Kagura,Helcurt,Thamuz,Melissa,Vale,Natalia,Alice
Match_6662,Obsidia,Novaria,Gusion,Martis,Rafaela,Aamon,Belerick,Harley,Freya,Ixia
Match_6663,Leomord,Estes,Granger,Zhask,Cici,Paquito,Claude,Lunox,Lancelot,Franco
Match_6664,Vexana,Thamuz,Layla,Helcurt,Belerick,Julian,Nana,Hanabi,Silvanna,Jawhead
Match_6665,Belerick,Hanabi,Kagura,Harley,Arlott,Karina,Layla,Gatotkaca,Cyclops,Yu Zhong
Match_6666,Fanny,Ruby,Cyclops,Belerick,Moskov,Franco,Lancelot,Miya,Zetian,Sun
Match_6667,Ixia,Selena,Terizla,Akai,Vexana,Zhask,Estes,Ruby,Bane,Lesley
Match_6668,Minotaur,Cecilion,Roger,Yu Zhong,Miya,Rafaela,Harley,Hanabi,Vexana,Badang
Match_6669,Clint,Gatotkaca,Alucard,Cyclops,Phoveus,Uranus,Lylia,Estes,Ixia,Hayabusa
Match_6670,Fanny,Julian,Karrie,Estes,Lunox,Granger,Yu Zhong,Valir,Franco,Sun
Match_6671,Belerick,Karina,X.Borg,Cecilion,Layla,Lylia,Harley,Guinevere,Lolita,Granger
Match_6672,Rafaela,Vexana,Bane,Esmeralda,Claude,Helcurt,Yi Sun-shin,Valir,Ixia,Lapu-Lapu
Match_6673,Angela,Saber,Vexana,Granger,Aamon,Kadita,Gatotkaca,Hanabi,Alpha,Odette
Match_6674,Melissa,Lolita,Gusion,Nana,Esmeralda,Hanabi,Uranus,Cyclops,Tigreal,Vexana
Match_6675,Kagura,Chou,Hanabi,Gusion,Angela,Rafaela,Alpha,Lesley,Zilong,Odette
Match_6676,Estes,Obsidia,Karina,Thamuz,Cyclops,Fredrinn,Uranus,Valir,Chou,Paquito
Match_6677,Guinevere,Lesley,Estes,Gusion,Yin,Dyrroth,Minsitthar,Clint,Angela,Cecilion
Match_6678,Estes,Harley,Vexana,Melissa,Alpha,Zetian,Layla,Sun,Zilong,Franco
Match_6679,Floryn,Hanabi,Benedetta,Yi Sun-shin,Cyclops,Chang'e,Gatotkaca,Harley,Ixia,Kaja
Match_6680,Lapu-Lapu,Gusion,Hanabi,Estes,Silvanna,Pharsa,Miya,Harley,X.Borg,Johnson
Match_6681,Obsidia,Ruby,Saber,Gusion,Gord,Estes,Hanabi,Chang'e,Alice,Fredrinn
Match_6682,Sora,Rafaela,Lesley,Paquito,Harley,Chang'e,X.Borg,Aamon,Chou,Clint
Match_6683,Lesley,Gord,Thamuz,Lapu-Lapu,Chip,Lunox,Freya,Granger,Diggie,Aamon
Match_6684,Natalia,Claude,Yu Zhong,Gusion,Leomord,Lapu-Lapu,Miya,Cyclops,Fanny,Zetian
Match_6685,Gloo,Lapu-Lapu,Cyclops,Julian,Wanwan,Bruno,Esmeralda,Leomord,Bane,Akai
Match_6686,Zilong,Chang'e,Miya,Edith,Silvanna,Cecilion,Aurora,Minsitthar,Bruno,Esmeralda
Match_6687,Lapu-Lapu,Pharsa,Clint,Aamon,Natalia,Ixia,Hilda,Badang,Harley,Lylia
Match_6688,Estes,Alucard,Ixia,Vexana,Minsitthar,Lapu-Lapu,Alice,Hanzo,Claude,Carmilla
Match_6689,Rafaela,Freya,Gord,Ixia,Harley,Lesley,Chou,Gusion,Alucard,Sun
Match_6690,Lapu-Lapu,Kagura,Badang,Karina,Bruno,Lylia,Leomord,Alice,Cecilion,Minsitthar
Match_6691,Kagura,Gatotkaca,Irithel,Minsitthar,Karina,Mathilda,Lunox,Bruno,Hayabusa,Dyrroth
Match_6692,Zetian,Khufra,Granger,Obsidia,Lapu-Lapu,Gusion,Kimmy,Rafaela,Uranus,Beatrix
Match_6693,Cecilion,Chip,Moskov,Cici,Gusion,Guinevere,Obsidia,Rafaela,Pharsa,Helcurt
Match_6694,Lesley,Kagura,Sun,Diggie,Thamuz,Lapu-Lapu,Belerick,Vexana,Layla,Alucard
Match_6695,Lapu-Lapu,Barats,Karrie,Chang'e,Minotaur,Freya,Rafaela,Aamon,Zetian,Irithel
Match_6696,Rafaela,Esmeralda,Lunox,Natan,Clint,Yi Sun-shin,Diggie,Lapu-Lapu,Zetian,Miya
Match_6697,Cyclops,Natan,Yi Sun-shin,Helcurt,Minsitthar,Freya,Granger,Hayabusa,Tigreal,Gord
Match_6698,Freya,Hilda,Aamon,Selena,Wanwan,Helcurt,Kagura,Belerick,Hanabi,Guinevere
Match_6699,Lapu-Lapu,Yi Sun-shin,Cyclops,Lesley,Natalia,Yu Zhong,Angela,Melissa,Freya,Lylia
Match_6700,Cyclops,Ixia,Floryn,Harley,Freya,Lapu-Lapu,Aamon,Hanabi,Kalea,Eudora
Match_6701,Rafaela,Freya,Cecilion,Layla,Popol and Kupa,Ixia,Valir,Thamuz,Silvanna,Yin
Match_6702,Lunox,Masha,Alice,Chip,Aulus,Yu Zhong,Kadita,Kalea,Cici,Lukas
Match_6703,Chou,Yi Sun-shin,Valentina,Yu Zhong,Bane,Sora,Aulus,Masha,Chip,Lunox
Match_6704,Claude,Chip,Lunox,Aulus,Arlott,Granger,Kimmy,Hilda,Alucard,Aldous
Match_6705,Gloo,Roger,Beatrix,Kadita,Badang,Lunox,Claude,Sora,Aulus,Chip
Match_6706,Paquito,Xavier,Aulus,Chip,Masha,Sora,Gatotkaca,Karrie,Hayabusa,Zhuxin
Match_6707,Sora,Xavier,Masha,Aulus,Chip,Pharsa,Tigreal,Valentina,Fanny,Ruby
Match_6708,Freya,Xavier,Chip,Aulus,Alice,Belerick,Kadita,Karrie,Benedetta,Fanny
Match_6709,Sora,Khufra,Aulus,Cecilion,Brody,Arlott,Cyclops,Floryn,Nolan,Granger
Match_6710,Fanny,Zhuxin,Khufra,Hanabi,Ruby,Freya,Badang,Aulus,Kimmy,Granger
Match_6711,Grock,Zhuxin,Moskov,Ruby,Aulus,Yi Sun-shin,Sun,Kimmy,Beatrix,Franco
Match_6712,Grock,Aulus,Obsidia,Esmeralda,Zhuxin,Martis,Cecilion,Sora,Minotaur,Karrie
Match_6713,Aamon,Minotaur,Alice,Karrie,Xavier,Sora,Aulus,Bruno,Kimmy,Grock
Match_6714,Granger,Aulus,Angela,Sun,Zetian,Leomord,Yu Zhong,Gloo,Pharsa,Lesley
Match_6715,Granger,Minsitthar,Aulus,Odette,Guinevere,Hilda,Lesley,Gusion,X.Borg,Nolan
Match_6716,Guinevere,Aulus,X.Borg,Brody,Zhuxin,Julian,Argus,Joy,Badang,Kimmy
Match_6717,Sun,Chou,Kagura,Aulus,Brody,Lapu-Lapu,Lesley,Lancelot,Lunox,Badang
Match_6718,Arlott,Natan,Valentina,Aulus,Kalea,Sora,Minotaur,Claude,Hayabusa,Kadita
Match_6719,Cyclops,Franco,X.Borg,Miya,Aulus,Angela,Thamuz,Lylia,Claude,Fanny
Match_6720,Roger,Joy,Franco,Kadita,Layla,Diggie,Aulus,Bruno,Zhuxin,Silvanna
Match_6721,Freya,Claude,Uranus,Valir,Khufra,Alice,Lapu-Lapu,Khaleed,Moskov,Aulus
Match_6722,Gusion,Hilda,Freya,Hanabi,Novaria,Kadita,Kalea,Granger,Aulus,Chou
Match_6723,Aamon,Melissa,Ruby,Nana,Diggie,Aulus,Vexana,Julian,Kaja,Granger
Match_6724,Franco,Vale,Aldous,Karrie,Aulus,Wanwan,Gusion,Freya,Floryn,Valir
Match_6725,Martis,Guinevere,Jawhead,Chang'e,Brody,Aulus,Ruby,Pharsa,Obsidia,Chou
Match_6726,Gusion,Benedetta,Hylos,Kimmy,Karrie,Aulus,Yu Zhong,Zetian,Ruby,Tigreal
Match_6727,Obsidia,Zetian,Aulus,Ruby,Atlas,Sora,Pharsa,Granger,Hilda,Helcurt
Match_6728,Ruby,Kalea,Aulus,Obsidia,Cyclops,Yu Zhong,Minotaur,Lancelot,Yve,Claude
Match_6729,Aulus,Atlas,Obsidia,Guinevere,Zetian,Zhuxin,Layla,Julian,Baxia,Rafaela
Match_6730,Aulus,Sun,Kalea,Claude,Bane,Nana,Fanny,Helcurt,Obsidia,Julian
Match_6731,Ruby,Guinevere,Kadita,Aulus,Yu Zhong,Sora,Ixia,Vexana,Gusion,Minotaur
Match_6732,Freya,Badang,Kadita,Ixia,Aulus,Alice,Miya,Khufra,Joy,Yve
Match_6733,Yi Sun-shin,Pharsa,Aulus,Carmilla,Granger,Ixia,Aamon,Chang'e,Diggie,Paquito
Match_6734,Claude,Yu Zhong,Badang,Pharsa,Fredrinn,Minotaur,Gusion,Lukas,Aulus,Obsidia
Match_6735,Fredrinn,Chou,Pharsa,Obsidia,Grock,Benedetta,Aulus,Badang,Hanabi,Zetian
Match_6736,Sora,Suyou,Lapu-Lapu,Joy,Minotaur,Aulus,Gord,Minsitthar,Carmilla,Karrie
Match_6737,Angela,Natan,Gusion,Argus,Leomord,Aulus,Zetian,Atlas,Hanabi,Yu Zhong
Match_6738,Benedetta,Badang,Aulus,Nana,Hanabi,Fredrinn,Franco,Freya,Zhuxin,Obsidia
Match_6739,Obsidia,Minotaur,Aulus,Xavier,Badang,Gusion,Claude,Lapu-Lapu,Barats,Kalea
Match_6740,Sora,Suyou,Kadita,Karrie,Uranus,Ruby,Gatotkaca,Hanabi,Silvanna,Aulus
Match_6741,Roger,Beatrix,Alice,Vexana,Khufra,Johnson,Aulus,Kimmy,Ixia,Balmond
Match_6742,Kimmy,Sun,Wanwan,Tigreal,Aulus,Gord,Johnson,Yu Zhong,Alice,Moskov
Match_6743,Zhask,Vale,Aulus,Gloo,Tigreal,Hanabi,Mathilda,Nana,Julian,Akai
Match_6744,Kimmy,Harley,Johnson,Aulus,Karrie,Freya,Angela,Sun,Paquito,Chou
Match_6745,Hylos,Jawhead,Gusion,Karina,Brody,Belerick,Clint,Aulus,Hayabusa,Luo Yi
Match_6746,Badang,Fanny,Karrie,Valentina,Benedetta,Lunox,Gloo,Ixia,Aulus,Gusion
Match_6747,Pharsa,Aulus,Kaja,Melissa,Freya,Cyclops,Claude,Lapu-Lapu,Lancelot,Carmilla
Match_6748,Zetian,Atlas,Clint,Julian,Aulus,Angela,Vale,Martis,Benedetta,Popol and Kupa
Match_6749,Helcurt,Nana,Clint,Aulus,Hanzo,Akai,Joy,X.Borg,Bruno,Yi Sun-shin
Match_6750,Hylos,Hanabi,Aulus,Hanzo,Nana,Carmilla,Esmeralda,Valir,Moskov,Sun
Match_6751,Moskov,Silvanna,Chang'e,Ling,Johnson,Karrie,Saber,Kaja,Odette,Aulus
Match_6752,Cecilion,Edith,Obsidia,Johnson,Lancelot,Freya,Aulus,Moskov,Pharsa,Minsitthar
Match_6753,Fredrinn,Kagura,Lukas,Melissa,Minotaur,Aulus,Xavier,Karrie,Kalea,Lancelot
Match_6754,Gusion,Lylia,Aulus,Bruno,Atlas,Lesley,Diggie,Faramis,Lancelot,Joy
Match_6755,Helcurt,Alpha,Hanabi,Zetian,Roger,Aamon,Clint,Aulus,Minotaur,Kagura
Match_6756,Obsidia,Nana,Minotaur,Guinevere,Hayabusa,Sora,Xavier,Badang,Aulus,Clint
Match_6757,Obsidia,Benedetta,Carmilla,Aulus,Lunox,Franco,Julian,Barats,Ruby,Ixia
Match_6758,Clint,Franco,Aulus,Chou,Cyclops,Freya,Minotaur,Xavier,Saber,Beatrix
Match_6759,Chou,Aulus,Clint,Cyclops,Tigreal,Cici,Lesley,Guinevere,Kadita,Joy
Match_6760,Aulus,Cyclops,Guinevere,Lesley,Belerick,Lunox,Alucard,Joy,Beatrix,Angela
Match_6761,Aulus,Claude,Kalea,Cyclops,Yu Zhong,Leomord,Arlott,Minotaur,Chang'e,Brody
Match_6762,Franco,Gatotkaca,Aulus,Cyclops,Karrie,Beatrix,Hayabusa,Angela,Aldous,Kadita
Match_6763,Granger,Terizla,Aulus,Natalia,Cyclops,Ixia,Angela,Yu Zhong,Martis,Nana
Match_6764,Aulus,Faramis,Granger,Lolita,Cecilion,Gloo,Cyclops,Carmilla,Suyou,Irithel
Match_6765,Sora,Carmilla,Yi Sun-shin,Kadita,Melissa,Obsidia,Aulus,Chang'e,Esmeralda,Badang
